index,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,countryCode,countryName,goal,reverse,seriesCode,seriesName,target,cc,rl,target2
80,1.0,0.972653171273899,0.9453063425608648,0.9179595138943794,0.8906126851408281,0.863265856463596,0.8359190276778795,0.8085721989731965,0.7812253702601621,0.7538785414935346,0.7265317128354019,0.6991848841223669,0.6718380554046179,0.6444912266594187,0.6171443979929334,0.916193583950139,0.5624507405943148,0.9164880974082228,0.2813049549490203,0.0,0.4530634256517047,MEX,Mexico,1,1.0,VC_DSR_DDPA,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars),1.5,0.3819336478908857,0.3884141494830449,11.5
74,0.6759136000499475,0.6751148769626609,0.6743161538753744,0.6735174307880878,0.672718707700801,0.6719199846135144,0.6711212615262279,0.6703225384389413,1.0,0.6687250922643679,0.6679263691770814,0.6671276460897948,1.0,0.6655301999152212,0.6647314768279347,0.6639327537406481,0.6631340306533615,0.6623353075660747,0.0,0.6607378613915016,0.659939138304215,MEX,Mexico,2,1.0,SN_ITK_DEFCN,Number of undernourish people (millions),2.1,0.3819336478908857,0.3884141494830449,
2,0.3333333333333333,0.36666666666667,0.4000000000000068,0.4333333333333322,0.4666666666666689,0.5000000000000057,0.6193862040402047,0.5666666666666678,0.6000000000000045,0.6333333333333413,0.6666666666666667,0.7000000000000034,0.713721123924185,0.7666666666666655,0.8000000000000023,0.7733010733245934,0.8924609721254105,0.9000000000000011,0.9333333333333378,0.9666666666666746,1.0,MEX,Mexico,2,1.0,SH.STA.STNT.ZS,"Prevalence of stunting, height for age (% of children under 5)",2.2,0.3819336478908857,0.3884141494830449,
3,0.2921902229024385,0.3198978136116406,0.3476054043208427,0.3753129950300449,0.4030205857392469,0.4307281764484491,0.3947368421052631,0.4861433578668458,0.5138509485760479,0.54155853928525,0.5692661299944521,0.5969737207036543,0.0,0.6523889021220585,0.6800964928312606,1.0,0.973684210526316,0.7632192649588669,0.7909268556680615,0.8186344463772637,0.8463420370864658,MEX,Mexico,2,1.0,SH.STA.OWGH.ZS,"Prevalence of overweight, weight for height (% of children under 5)",2.2,0.3819336478908857,0.3884141494830449,
4,0.7054269894486104,0.7051190845127346,0.704811179576859,0.7045032746409834,0.7041953697051078,0.7038874647692321,0.92,0.7032716548974808,0.7029637499616053,0.7026558450257296,0.7023479400898539,0.7020400351539784,1.0,0.7014242252822271,0.7011163203463515,0.8533333333333333,0.8133333333333332,0.7001926055387244,0.6998847006028489,0.6995767956669732,0.6992688907310975,MEX,Mexico,2,1.0,SH.STA.MALN.ZS,"Prevalence of underweight, weight for age (% of children under 5)",2.2,0.3819336478908857,0.3884141494830449,
5,0.2320705510854513,0.2968023961953399,0.3367433219014413,0.3718637910568064,0.451057005818904,0.4868661116243742,0.5433343169330004,0.639743447947728,0.7079184763081425,0.6955230166062489,0.7416616721632971,0.5619275064858408,0.7086071129582477,0.6631570940513047,0.7974412408218181,0.720313936010036,0.912443561389386,0.947564030544751,0.9654685834474862,0.9652265622152232,1.0,MEX,Mexico,2,0.0,AG.YLD.CREL.KG,Cereal yield (kg per hectare),2.3,0.3819336478908857,0.3884141494830449,
15,0.0,0.1074084168413935,0.1585015971026458,0.2095947773521538,0.2606879576039277,0.1630025198233811,0.3628743181365298,0.4139674983962321,0.4650606786352375,0.5161538588977711,0.5699886723536075,0.6183402194238026,0.8013963058002173,0.7205265799375621,0.8767829484245324,0.8227129404547308,0.935501768499896,0.948216473634325,0.9704094135053286,0.9903830593892318,1.0,MEX,Mexico,2,0.0,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2.5,0.3819336478908857,0.3884141494830449,
81,0.4004187934877059,0.0,0.3399999999999999,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.1999999999999999,0.1999999999999999,0.4,0.4,0.5,0.5,0.5,0.5,1.0,MEX,Mexico,2,1.0,ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),2.5,0.3819336478908857,0.3884141494830449,
16,0.0,0.0501344993065662,0.0996951120277917,0.1498454394418139,0.199995766855836,0.2501460942698592,0.3002964216838792,0.3504467490979024,0.4005970765119245,0.4507474039259466,0.5008977313399698,0.5510480587539898,0.6011983861679948,0.6513487135820191,0.7014990409960402,0.7516493684100622,0.8012143691016942,0.8513445328048712,0.9008963552032482,0.950448177601624,1.0,MEX,Mexico,3,0.0,SH_STA_BRTC,Proportion of births attended by skilled health personnel (%),3.1,0.3819336478908857,0.3884141494830449,
34,0.0326839464223482,0.0326839464223482,0.0,0.0326839464223482,0.0653678928446965,0.0653678928446965,0.1634197321117415,0.2287876249564382,0.2287876249564382,0.1634197321117415,0.3268394642234831,0.424891303490528,0.4902591963352247,0.5556270891799213,0.5883110356022696,0.6536789284469663,0.719046821291663,0.7517307677140113,0.8794257276034366,0.9397128638017256,1.0,MEX,Mexico,3,1.0,SH_STA_MORT,Maternal mortality ratio,3.1,0.3819336478908857,0.3884141494830449,
5,0.2652728214759626,0.3147645654716848,0.3619152365806914,0.6360036606456926,0.6694736870729548,0.6996150004894184,0.7267933935336324,0.7522525611766646,0.7748219669751573,0.0,0.0457240798186642,0.0893265623337424,0.132234038835577,0.8707693760666424,0.8908879711868547,0.907202322866154,0.9264064363899932,0.9444765927343292,0.9629491209810696,0.9801047957290324,1.0,MEX,Mexico,3,1.0,SH_DYN_IMRTN,Infant deaths (number),3.2,0.3819336478908857,0.3884141494830449,
6,0.1629739685900896,0.0,0.2397629851676583,0.2781574934564427,0.0833333333333333,0.1666666666666666,0.4166666666666666,0.6666666666666667,0.4701300349003645,0.508524543189149,0.5469190514779332,0.5853135597667176,0.623708068055502,0.6621025763442863,1.0,0.7388915929218551,0.7772861012106395,0.8156806094994143,0.9166666666666666,0.892469626076983,0.9308641343657674,MEX,Mexico,3,1.0,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",3.2,0.3819336478908857,0.3884141494830449,
7,0.0,0.1446568154704416,0.287087240099297,0.4209636367578466,0.5413645099015314,0.6370407268570726,0.6979149396046582,0.7246316297036948,0.7347089777235069,0.7433215949264858,0.7579103138621439,0.7795883299512745,0.8074768047037776,0.8346036194315275,0.8546997262384783,0.862902218812744,0.8578049555701646,0.8433920043325264,0.8372401349018271,0.8553442077978849,1.0,MEX,Mexico,3,1.0,SH_DYN_NMRTN,Neonatal deaths (number),3.2,0.3819336478908857,0.3884141494830449,
12,0.0,0.0769230769230768,0.1538461538461538,0.2307692307692307,0.3312291016987999,0.341759293825375,0.3522894859519502,0.3628196780785209,0.373349870205096,0.3838800623316711,0.6153846153846154,0.404940446584817,0.4154706387113921,0.4260008308379674,0.4365310229645379,0.4470612150911131,0.4575914072176884,1.0,0.4786517914708337,0.489181983597409,0.4997121757239795,MEX,Mexico,3,1.0,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",3.2,0.3819336478908857,0.3884141494830449,
20,0.2533558651914677,0.3078787105825336,0.3602971654497338,0.6340911264866244,0.6707585371297389,0.7038867455281701,0.7334438669770111,0.7609284826068935,0.7856391289098619,0.0,0.0488154832127029,0.0951120747377483,0.140452125115582,0.8887861492841884,0.909064821605076,0.9258361763861876,0.9450945381500494,0.9634920128814208,0.982399642891305,1.0,0.9443496964959478,MEX,Mexico,3,1.0,SH_DYN_MORTN,Under-five deaths (number),3.2,0.3819336478908857,0.3884141494830449,
21,1.0,0.956095826696904,0.9121916534173762,0.8682874801114029,0.8243833068291693,0.7804791335277113,0.7365749602318704,0.6926707869339024,0.6487666136412885,0.6048624403392917,0.4741119754245121,0.4761138071565147,0.4548871304526977,0.442860310129036,0.4457659476426032,0.451400903416049,0.4607194247725291,0.0,0.2139120325353944,0.2139120325353944,0.1219165341375076,MEX,Mexico,3,1.0,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),3.3,0.3819336478908857,0.3884141494830449,
35,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,1.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.2947068707513249,MEX,Mexico,3,1.0,SH_TBS_INCD,"Tuberculosis incidence (per 100,000 population)",3.3,0.3819336478908857,0.3884141494830449,
4,0.0,0.5321814138183072,0.5244721274801876,0.5167628411420662,0.5090535548039448,0.5013442684658234,0.4936349821277037,0.4859256957895823,0.4782164094514591,0.4705071231133395,1.0,0.4680171268001665,0.4604907510931344,0.4529643753860952,0.4454379996790631,0.4379116239720364,0.4303852482650043,0.4228588725579723,0.4153324968509366,0.4078061211439081,0.400279745436876,MEX,Mexico,3,1.0,SH_DTH_NCOM,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)",3.4,0.3819336478908857,0.3884141494830449,
17,1.0,0.5626131175461284,0.5463150520917176,0.5300169865943964,0.5137189210590837,0.6146602188852125,0.4811227900110328,0.4648247244868452,0.4485266589672741,0.4322285934286667,0.4085008908119114,0.3996324624399411,0.3833343968607205,0.3670363314030154,0.3507382658687002,0.0,0.1254772206668363,0.3018440693403693,0.2855460038171793,0.2692479381799333,0.2529498727691285,MEX,Mexico,3,1.0,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",3.4,0.3819336478908857,0.3884141494830449,
33,0.8363313554174648,0.7874565897553154,0.7534860652145501,0.7195155406715982,0.6855450161095087,0.692753352333785,0.6176039669973907,0.5836334424566256,0.5496629179123167,0.5156923933599121,0.0146942017474185,0.4477513442516413,0.4137808196919389,0.379810295145243,0.3458397705928279,1.0,0.0,0.2439281969248548,0.2099576723864757,0.1759871478030622,0.1420166232887225,MEX,Mexico,3,1.0,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",3.4,0.3819336478908857,0.3884141494830449,
6,0.0320512820512824,0.4698421615015121,0.4803354157157142,0.4908286699299203,0.501321924144123,0.0,0.5223084325725318,0.5328016867867386,0.5432949410009452,0.5537881952151473,0.8141025641025641,0.5747747036435562,0.5852679578577629,0.595761212071965,0.6062544662861717,1.0,0.62724097471458,0.6377342289287826,0.9487179487179488,0.6587207373571915,0.6692139915713982,MEX,Mexico,3,1.0,SH.ALC.PCAP.LI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",3.5,0.3819336478908857,0.3884141494830449,
7,0.613995761734206,0.6061089092900449,0.5982220568458859,0.5903352044017248,0.5824483519575682,0.5745614995134093,0.5666746470692504,0.5587877946250959,0.5509009421809348,0.5430140897367759,0.5351272372926148,0.5272403848484581,0.5193535324042993,1.0,0.503579827515986,0.4956929750718248,0.0,0.4799192701835071,0.4720324177393482,0.4641455652951893,0.4562587128510303,MEX,Mexico,3,1.0,SH.STA.TRAF.P5,"Mortality caused by road traffic injury (per 100,000 people)",3.6,0.3819336478908857,0.3884141494830449,
22,0.0,0.1652912659829027,0.2016556216741922,0.2413793103448276,0.2743843330567713,0.3107486887480452,0.3471130444393346,0.3834774001306241,0.4198417558219136,0.4562061115132031,0.4925704672044769,0.4827586206896551,0.4827586206896551,0.6016635342783455,0.6380278899696193,0.6743922456609088,0.7107566013521983,1.0,0.7834853127347774,0.8198496684260512,0.8562140241173406,MEX,Mexico,3,1.0,SP_DYN_ADKL,"Adolescent birth rate (per 1,000 women aged 15-19 years)",3.7,0.3819336478908857,0.3884141494830449,
37,0.0,0.5829002960933618,0.5850745467615139,0.5872487974296652,0.5894230480978164,0.375,0.5937715494341198,0.5959458001022719,0.5981200507704232,0.6002943014385753,0.625,0.6046428027748778,0.6068170534430308,0.6089913041111821,0.6111655547793333,1.0,0.6155140561156367,1.0,0.6198625574519401,0.6220368081200922,0.6242110587882435,MEX,Mexico,3,0.0,SH_ACS_UNHC,Universal health coverage (UHC) service coverage index,3.8,0.3819336478908857,0.3884141494830449,
8,0.3298421727846693,0.3116007550143448,0.3517838164437489,0.3919668778731654,0.4321499393025695,0.5028336880176199,0.5125160621614023,0.5526991235908065,0.5928821850202228,0.6330652464496394,0.6758252032505704,0.71343136930846,0.753614430737864,0.7937974921672805,0.8339805535966969,0.8488167184835209,0.8488167184835209,0.9194517645119914,0.9463011763413264,0.9731505881706664,1.0,MEX,Mexico,3,1.0,SH.STA.POIS.P5,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",3.9,0.3819336478908857,0.3884141494830449,
9,0.3333333333333333,0.3666666666666718,0.3999999999999974,0.4333333333333359,0.4666666666666615,0.5,0.5333333333333384,0.5521237379793187,0.6000000000000025,0.6333333333333284,0.6752770129258276,0.7000000000000051,0.7424515265330143,0.7666666666666693,0.8096260401402008,0.8333333333333334,0.865604801479523,0.8999999999999975,0.9215835628188452,0.9666666666666616,1.0,MEX,Mexico,3,1.0,SH.PRV.SMOK.FE,"Prevalence of current tobacco use, females (% of female adults)",3.a,0.3819336478908857,0.3884141494830449,
38,0.875,0.875,0.875,0.9375,0.9375,0.9375,0.9375,0.9375,0.8125,0.75,0.75,0.875,1.0,0.0,0.25,0.25,0.625,0.125,0.3125,0.2642530885794514,0.2219284733854465,MEX,Mexico,3,0.0,SH_ACS_DTP3,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%),3.b,0.3819336478908857,0.3884141494830449,
39,0.972972972972973,1.0,0.7297297297297297,0.918918918918919,0.945945945945946,0.945945945945946,0.7837837837837838,0.6216216216216216,0.8648648648648649,0.8108108108108109,0.7837837837837838,0.945945945945946,0.8108108108108109,0.3783783783783784,0.8918918918918919,0.918918918918919,0.972972972972973,0.0,1.0,0.6657192107899133,0.6517790409592439,MEX,Mexico,3,0.0,SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),3.b,0.3819336478908857,0.3884141494830449,
40,0.538856648093906,0.539184329937305,0.5395120117807027,0.5398396936241014,0.5401673754675006,0.5404950573109003,0.5408227391542998,0.5411504209976983,0.0,0.3764705882352941,0.9176470588235294,0.9882352941176472,1.0,0.8235294117647058,0.9411764705882352,0.9294117647058824,0.9176470588235294,0.9176470588235294,0.8705882352941177,0.7924460861111648,0.7929224729795142,MEX,Mexico,3,0.0,SH_ACS_PCV3,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%),3.b,0.3819336478908857,0.3884141494830449,
10,0.5182250396196515,0.2641310089804543,0.2641310089804543,0.2641310089804543,1.0,0.4041204437400951,0.4653988378235605,0.4870575805599577,0.5013206550449023,0.5171685155837297,0.6529318541996832,0.5810882197569995,0.5874273639725305,0.6111991547807714,0.6376122556788166,0.699947173798204,0.699418911780243,0.7305863708399367,0.7654223126076604,0.7889162417693488,0.812410170931045,MEX,Mexico,3,0.0,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",3.c,0.3819336478908857,0.3884141494830449,
73,0.6484858718187133,0.6491061123293331,0.649726352839953,0.6503465933505727,0.6509668338611923,0.6515870743718118,0.6522073148824319,0.6528275553930515,0.6534477959036713,0.6540680364142909,0.2063492063492063,0.0,0.2698412698412698,0.8253968253968254,1.0,0.9047619047619048,1.0,1.0,0.6825396825396826,0.6825396825396826,0.6608906820311082,MEX,Mexico,3,0.0,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",3.d,0.3819336478908857,0.3884141494830449,
84,0.9111111111111112,0.7750253464205223,0.8555555555555555,0.7763124447324483,0.0,0.7775995430443743,0.6444444444444445,0.7788866413563003,0.9,0.7801737396682259,0.9555555555555556,0.7814608379801519,0.7821043871361149,0.7827479362920778,0.7833914854480408,0.7840350346040038,1.0,0.7853221329159296,0.9666666666666668,0.7866092312278555,0.7872527803838185,MEX,Mexico,4,0.0,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",4.1,0.3819336478908857,0.3884141494830449,
11,0.2999558888398763,0.3127481252756945,0.32399647110719,0.4327304808116451,0.4962505513895015,0.6801940891045435,0.8632554036171151,1.0,0.993383325981473,0.9287604764005292,0.9117776797529776,0.9367004852227612,0.974636082928981,0.2351124834583148,0.2512130569033965,0.2571680635200705,0.2609175121305689,0.2953242170269078,0.2748125275694749,0.4286346173559407,0.429514029706557,MEX,Mexico,4,0.0,SE.PRE.ENRR,"School enrollment, preprimary (% gross)",4.2,0.3819336478908857,0.3884141494830449,
12,0.2529681412123688,0.2803202349482926,0.3105141046567798,0.3378661983927035,0.3655735141251977,0.3854659459331422,0.4057135997376572,0.4280925855215948,0.452602903284955,0.469653559120336,0.5041100927876685,0.5318174085201627,0.5719574941326221,0.6014409198479685,0.6295034575770331,0.6554346633266751,0.8902364030597345,0.9541763624424132,1.0,0.8496283083956242,0.8810960235213868,MEX,Mexico,4,0.0,SE.TER.ENRR,"School enrollment, tertiary (% gross)",4.3,0.3819336478908857,0.3884141494830449,
13,0.4458639934184039,0.4531493880353059,0.4604347826522079,0.4677201772691099,0.4750055718860119,0.4822909665029117,0.4895763611198138,0.4968617557367157,0.5041471503536178,0.5114325449705176,0.0,0.5260033342043217,0.5332887288212236,0.4798771121351771,0.3674347158218132,0.6202764976958528,0.5987711213517672,0.802764976958526,1.0,0.5842864911395333,0.5915718857564353,MEX,Mexico,4,0.0,SE.TER.CUAT.BA.ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",4.4,0.3819336478908857,0.3884141494830449,
14,0.25359477124183,0.5449109947827169,0.5600978631571358,0.5752847315315511,0.5006535947712418,0.4915032679738562,0.6261437908496731,0.6264705882352941,0.6591503267973856,0.7098039215686274,0.6683006535947713,0.6967796785268883,0.8290849673202613,0.7816993464052288,0.8120915032679739,0.8790849673202613,0.884640522875817,0.9323529411764706,1.0,0.8182746255222253,0.8334614938966406,MEX,Mexico,4,0.0,SE.SEC.CUAT.LO.ZS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",4.4,0.3819336478908857,0.3884141494830449,
15,0.0,0.3474469675641451,0.3817918640081426,0.4161367604521401,0.4297302095338717,0.3768403375912416,0.7201347841818332,0.6632047136880295,0.6651635978340528,0.7895527411065354,0.660388817728121,0.6908959320040646,0.8916595772180023,0.703606699199761,0.6613682598011327,0.8867623668529441,0.7496404766313098,0.8316687502460375,0.9084325227183272,0.9656551035560024,1.0,MEX,Mexico,4,0.0,SE.SEC.CUAT.PO.ZS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",4.4,0.3819336478908857,0.3884141494830449,
