2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,minVal,maxVal,seriesCode,right,reversed,affected,description,cc,rl
0.2224791549608227,0.222479168846263,0.2144403448275861,0.2224791964183552,0.1912120689655172,0.2224792237248891,0.2342172413793102,0.222479250763584,0.2875062068965519,0.2224792775313275,0.1853975862068966,31.0,60.0,pension_SAR,social security,0.0,0.0,Employed and salaried population receiving a retirement plan contribution as an employment benefit,0.3861290720376101,0.39023550098592585
0.2056516964495855,0.2046764582823144,0.2418193939393939,0.2027030009815931,0.2145345454545455,0.2007045238838039,0.2294521212121211,0.1986943905132854,0.1064681818181817,0.1966919080955094,0.2067781818181818,17.0,50.0,benef_life,social security,0.0,0.0,Employed and salaried population receiving life insurance as an employment benefit,0.3861290720376101,0.39023550098592585
0.2089694580394407,0.2039922708034733,0.2123048484848485,0.1937590193233695,0.208170303030303,0.1831853723651448,0.2271199999999999,0.1723961417830075,0.0820418181818182,0.1616930615067247,0.1595763636363636,17.0,50.0,benef_disabl,social security,0.0,0.0,Employed and salaried population receiving a pension in case of disability as an employment benefit,0.3861290720376101,0.39023550098592585
0.1405424564440847,0.1405424358385034,0.1374226086956522,0.1405423944986936,0.1556521739130434,0.1405423529872997,0.2111460869565216,0.1405423113046473,0.063895652173913,0.1405422694534417,0.1349860869565216,17.0,40.0,benef_death,social security,0.0,0.0,Employed and salaried population receiving a pension for their relatives in the event of death as an employment benefit,0.3861290720376101,0.39023550098592585
0.8466666666666666,0.7601236791087942,0.6799999999999999,0.6215249090152639,0.5733333333333334,0.5240269515389429,0.4866666666666667,0.4739790299918489,0.4666666666666667,0.4446692401538712,0.4066666666666666,5.0,20.0,house_space,housing,1.0,1.0,Population with lack of quality housing and spacing,0.3861290720376101,0.39023550098592585
0.8062499999999999,0.7938124742120003,0.8062499999999999,0.7489107540687705,0.7,0.700091972073789,0.7,0.6495555183784241,0.58125,0.5994813523983922,0.6125,10.0,26.0,house_servi,housing,1.0,0.0,Population deprivated from access to basic services in the home,0.3861290720376101,0.39023550098592585
0.5536460306740754,0.5578393424944981,0.5267855000000001,0.5663183532382181,0.60976,0.5748642665512733,0.5034665,0.5834212720773913,0.6256519999999999,0.591872683907674,0.6316085000000001,35.0,55.0,own_house,housing,1.0,1.0,"Households in rented, borrowed, or undeeded housing",0.3861290720376101,0.39023550098592585
0.8139488806733901,0.8065878979214318,0.81243,0.7910322910031589,0.840092,0.7744240180198538,0.770748,0.7572279943335154,0.6515280000000001,0.7402492257068047,0.756526,5.0,15.0,trash_dispo,housing,1.0,0.0,"Households that burn, bury, or dump garbage in a vacant lot, street, river, lake, sea, or ravine",0.3861290720376101,0.39023550098592585
0.6362763477186917,0.6166412689494578,0.6061250000000001,0.5738042054308785,0.5543566666666668,0.5274205926021054,0.5179243333333332,0.4806625059274374,0.408980666666667,0.4389162013533223,0.4430853333333336,70.0,100.0,acce_comu,housing,1.0,0.0,"Households that do not have any of the following communication services: fixed telephone line, mobile or cellular telephony, pay television or Internet",0.3861290720376101,0.39023550098592585
0.6958333333333333,0.7515305266863166,0.8250000000000001,0.7366813874870495,0.7625000000000001,0.7204030076374544,0.7666666666666666,0.7029859168178838,0.6291666666666668,0.6851231205577548,0.6416666666666666,5.0,29.0,lack_food,nutrition,1.0,1.0,Population deprived from access to nutritious and quality food,0.3861290720376101,0.39023550098592585
0.6129841926770333,0.6324610110963533,0.6592229207356771,0.6628113321945079,0.6685260870517828,0.6940471035803171,0.7061646290314503,0.7275328270888508,0.7514668978177584,0.7608108215586356,0.7763894871794872,30.0,69.0,insec_food,nutrition,1.0,0.0,Population with moderate or severe food insecurity,0.3861290720376101,0.39023550098592585
0.7281249999999999,0.784694261934952,0.7749999999999999,0.7846944196538388,0.8031250000000001,0.7846945764288122,0.83125,0.7846947322516371,0.809375,0.7846948871186257,0.765625,10.0,42.0,moder_pover,poverty,1.0,1.0,Population with moderate poverty,0.3861290720376101,0.39023550098592585
0.75,0.7603067773282763,0.7875000000000001,0.6911986630162748,0.6000000000000001,0.5713992176542089,0.5625,0.434740777377792,0.3249999999999999,0.3508427115570338,0.3,5.0,13.0,extre_pover,poverty,1.0,1.0,Population extreme poverty,0.3861290720376101,0.39023550098592585
0.1416666666666667,0.1379607740517698,0.1333333333333333,0.1162577441498484,0.1166666666666667,0.0928978217864227,0.1,0.0683339938215183,0.0166666666666666,0.0442657612094876,0.0416666666666666,3.0,15.0,incom_ineq,poverty,0.0,0.0,Income ratio between the extreme poor population and the non-poor and non-vulnerable population (x 100),0.3861290720376101,0.39023550098592585
