year,program code,Desc 1,Desc 2,Desc 3,aproved budget,spent budget,right,lack_health,vacc_child,detec_diabe,detec_hyper,mort_infan,mort_mater,atent_birth,life_expec,moder_pover,extre_pover,incom_ineq,lack_food,insec_food,lag_educ,illiterate,compu_school,school_atten,pisa_read,pisa_math,pisa_science,high_educ,univ_educ,lack_noact,lack_high65,lack_secur,access_pens,insur_disabl,day_care,pension_SAR,benef_life,benef_disabl,benef_death,house_space,house_servi,own_house,trash_dispo,acce_comu,N. of indicators affected
2008,6U006,,,Programa complementario de financiamiento a la vivienda,960.6818,0,Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
2008,7K014,,,Otros proyectos de infraestructura social,0,39.767763,Social security,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2008,8E001,,,Desarrollo y aplicación de programas educativos a nivel medio superior,392.51924,398.062764,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,8E002,,,Desarrollo de los programas educativos a nivel superior,657.326466,679.411678,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,8E005,,,"Apoyo al cambio tecnológico en las actividades agropecuarias, rurales, acuícolas y pesqueras",946.065688,788.462638,Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,8E302,,,Desarrollo de los programas educativos a nivel superior (Ampliaciones determinadas por la Cámara de Diputados),81.9,73.963807,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,8K009,,,Proyectos de Infraestructura Social de Educación,25.00699,25.00699,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,8K026,,,Otros proyectos,192.398674,200.251031,Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,8K027,,,Mantenimiento de Infraestructura,126.52947,82.047332,Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,8K028,,,Estudios de Preinversión,12.75,18.931256,Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,8S161,Contribuir a mejorar los ingresos de los productores agricolas.,Nivel de ingreso mejorado de los productores agrícolas registrados en PROCAMPO,PROCAMPO,16678,14198.43347,Poverty,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2008,8S170,Contribuir a mejorar los ingresos de la población rural y pesquera promoviendo los procesos de agregación de valor.,Población rural y pesquera con bienes de capital estratégicos incrementados a través del apoyo subsidiario a la inversión en las unidades económicas rurales.,Alianza para el Campo,9567.867779,9038.480111,Poverty,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2008,8S173,Contribuir a mantener el patrimonio de la población del medio rural ante la ocurrencia de contingencias climatológicas extremas.,Productores apoyados de bajos ingresos que mantienen el 25% de su patrimonio en activos productivos elegibles ante la ocurrencia de contingencias climatológicas extremas a efecto de reincorporarlos a sus actividades productivas.,Programa de Apoyo a Contingencias Climatológicas,500,354.602409,Poverty,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2008,8S198,"Contribuir a abastecer el mercado interno con alimentos de calidad, sanos y accesibles y mejorar los ingresos de los productores incrementando nuestra presencia en los mercados globales",Sector agroalimentario y rural que cuenta con bienes públicos necesarios para potenciar su desarrollo competitivo y sustentable,Programa de Soporte al Sector Agropecuario,755.983639,2698.283703,Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,8S210,Contribuir a mejorar los ingresos de los productores.,Individuos que se dediquen a actividades productivas en el medio rural cuentan con mayor acceso a servicios financieros.,Programa de Inducción y Desarrollo del Financiamiento al Medio Rural,2559.65138,2571.346494,Nutrition,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2008,8S211,Contribuir al ordenamiento y certidumbre de mercados y al acceso a insumos competitivos para mejorar el ingreso de los productores agropecuarios y pesqueros.,Procesos productivos y de comercialización del sector agropecuario y pesquero con apoyos que compensan sus deficiencias estructurales.,Programa de Atención a Problemas Estructurales,11073.8,11674.02214,Nutrition,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2008,8S212,Contribuir a generar un ambiente armónico de consulta y atención con los actores vinculados al sector.,Organizaciones sociales del sector agropecuario y pesquero que participan de manera representativa en los órganos consultivos.,Programa de Apoyo a la Participación de Actores para el Desarrollo Rural,275,395.783993,Poverty,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2008,8S470,,,Alianza para el Campo (Ampliaciones determinadas por la Cámara de Diputados),3375,2341.819123,Poverty,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2008,8S498,,,Programa de Soporte al Sector Agropecuario (Ampliaciones determinadas por la Cámara de Diputados),270,992.994819,Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,8U007,,,Apoyo al cambio tecnológico en las actividades acuícolas y pesqueras,2.14,2.14,Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,8U013,,,Vinculación Productiva,59,51.433559,Nutrition,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2008,9E013,,"La demanda de servicios financieros básicos, servicios de comunicación satelital es atendida en las oficinas de Telcomunicaciones de México (TELECOMM) con especial enfoque al medio rural y popular urbano.","Servicios de telecomunicaciones, satelitales, telegráficos y de transferencia de fondos",346.507371,453.833869,Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2008,9G001,,,Regulación y supervisión del programa de protección y medicina preventiva en transporte multimodal,438.831026,350.745477,Health,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,9S071,Contribuir a disminuir el nivel de marginación y pobreza en localidades rurales menores a 15 mil habitantes,Generar fuentes alternativas de ingresos temporales para beneficiar economicamente la población en localidades rurales de los municipios del País.,Programa de Empleo Temporal (PET),850,668.175363,Poverty,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2008,9S371,,,Programa de Empleo Temporal (PET) (Ampliaciones determinadas por la Cámara de Diputados),336.6,326.652698,Poverty,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2008,10S214,Contribuir a que México se convierta en una plataforma logística de clase mundial elevando los niveles de servicio de las empresas mexicanas.,Los servicios logísticos tanto en comercio exterior como interior que se ofrecen en México son competitivos,Competitividad en Logística y Centrales de Abasto,20,20.243658,Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,10S714,,,Competitividad en Logística y Centrales de Abasto (Ampliaciones determinadas por la Cámara de Diputados),100,99.360756,Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11B001,"Contribuir a elevar la calidad en la educación básica produciendo y distribuyendo los materiales para elevar su pertinencia y relevancia en el desarrollo integral de los estudiantes, y fomentar en estos el desarrollo de valores, habilidades y competencias",Libros de texto y materiales educativos entregados de manera oportuna y suficiente a los gobiernos estatales,Producción y distribución de libros de texto gratuitos,1880.6885,1881.023863,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2008,11B002,,,"Producción y edición de libros, materiales educativos y culturales",163.503661,353.541239,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008,11E001,Contribuir a fortalecer los procesos de enseñanza aprendizaje con el uso de tecnologías de la información y la comunicación,Estudiantes de 5o y 6o grado de educación primaria que tienen acceso a tecnologías de información y la comunicación en los procesos de enseñanza aprendizaje,Enciclomedia,4937.053131,5898.677769,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008,11E002,,,Equipamiento de escuelas educación básica,135,80.807908,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2008,11E003,Contribuir a elevar la calidad educativa en la educación básica y media superior.,Las autoridades educativas reciben los informes de los resultados de las evaluaciones para apoyar la toma de decisiones,Evaluaciones confiables de la calidad educativa y difusión oportuna de sus resultados,495.601201,522.33045,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008,11E005,,,Formación y certificación para el trabajo,1933.417157,1887.644098,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E006,Elevar el nivel educativo de la población.,Disminuye la deserción escolar en la educación superior.,Fortalecimiento del programa de becas,1705.335071,1343.832622,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E007,"Proporcionar servicios educativos de nivel medio superior propedéutico escolarizado, abierto y a distancia.",Mejorar los diferentes servicios que se proporcionan a la población estudiantil.,Provisión de servicios de educación media superior,3799.864724,4225.137317,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E008,Contribuir a fortalecer el acceso y la permanencia en la educación media superior.,Proporcionar servicios educativos en apego a la Reforma Integral de la Educación Media Superior.,Provisión de servicios de educación técnica,29907.35225,32234.62887,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E009,,,Programa de Formación de Recursos Humanos basados en Competencias (PROFORHCOM),322.753176,276.700664,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E014,,"Promover el uso, consolidación y equipamiento de las bibliotecas escolares y de aula en las escuelas públicas del país.",Promoción y fomento de libros y la lectura,162.010332,138.350762,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E015,,"Apoya la ampliación y conservación de la infraestructura destinada al mejoramiento de la calidad, cobertura y resultados de los servicios de educación, investigación y difusión del conocimiento del IPN.","Reglamentación de la infraestructura nacional y construcción y equipamiento de espacios educativos, culturales y deportivos",38.534506,40.697167,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E016,"Produce, distribuye y comercializa libros de aspecto cultural y educativo que fomenten la lectura y contribuyan a crear una mayor oferta editorial, así como el hábito de la lectura en la población en general. Todo ello, con el objeto de apoyar a elevar la calidad de la educación para que los estudiantes mejoren su nivel de logro educativo.|pendiente.","Apoya, facilita y promueve el acceso a los libros en el ámbito nacional e internacional, para que la población cuente con elementos que le permitan adquirir habilidades y conocimientos que contribuyan al desarrollo nacional|Optimizar la producción de materiales educativos, así como incrementar el índice de pliegos impresos.","Edición, producción y distribución de libros",159.51225,205.143596,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E038,,,Apoyos a programas educativos de organismos internacionales,71.522297,161.263769,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E040,,,"Promoción, autorización y registro de federaciones, colegios de profesionistas y servicio social profesional",0.502097,0.312005,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E042,,,Servicios educativos culturales,427.483871,437.8703,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E043,Impulsar el desarrollo y utilización de nuevas tecnologías en el sistema educativo para apoyar la inserción de los estudiantes en la sociedad del conocimiento y ampliar sus capacidades para la vida. Fortalecer el uso de nuevas tecnologías en el proceso de,"Instrumentar las relaciones interinstitucionales del Sistema Nacional de Educación para la Vida y el Trabajo que consiste en el establecimiento formal de los acuerdos, acciones y programas entre dos o más instituciones.",Apoyo para operar el Consejo Nacional de Educación para la Vida y el Trabajo (INEA),792.54268,774.492282,Education,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2008,11E044,"Contribuir a través del diagnóstico, a promover la participación de las entidades federativas y los municipios para realizar acciones de mejoramiento y/o ampliación de la infraestructura física educativa pública.",Los planteles educativos son diagnosticados en su estado físico y funcional,Elaboración de diagnósticos de la infraestructura física educativa,152.879129,59.038653,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2008,11E045,,,Universidad virtual,48,38,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E046,,,Programa para el Desarrollo de Proyectos de Prestación de Servicios a Largo Plazo,3.792,2.911347,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008,11E047,,,"Diseño, construcción, consultoría y evaluación de la infraestructura física educativa",0,105.936827,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2008,11E049,,,Mejores Escuelas,0,998.022526,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2008,11E342,,,Servicios educativos culturales (Ampliaciones determinadas por la Cámara de Diputados),38,36.054503,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E343,,,Apoyo para operar el Consejo Nacional de Educación para la Vida y el Trabajo (INEA) (Ampliaciones determinadas por la Cámara de Diputados),120,119.468211,Education,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2008,11E900,,,Ampliación de la oferta educativa de los Institutos Tecnológicos Gasto corriente asociado a la ampliación de cobertura (Federales) (Ampliaciones determinadas por la Cámara de Diputados),170,160.1,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E907,,,Expansión de la oferta educativa en educación media superior (Ampliaciones determinadas por la Cámara de Diputados),750,742.499997,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E908,,,Becas de educación media superior (Ampliaciones determinadas por la Cámara de Diputados),1180,1168.2,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E909,,,Fortalecimiento de la educación media superior (Ampliaciones determinadas por la Cámara de Diputados),829.3,823.579999,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E913,,,Eduación superior (Ampliaciones determinadas por la Cámara de Diputados),690,681.895059,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E921,,,"Ampliación de la oferta educativa de nivel superior (Incluye equipamiento e infraestructura), (Ampliaciones determinadas por la Cámara de Diputados)",900,900,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E922,,,Programa de Apoyo a la Formación Profesional y Proyecto de Fundación Educación Superior-Empresa (ANUIES) (Ampliaciones determinadas por la Cámara de Diputados),100,99,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E923,,,Sistema Nacional de Educación a Distancia (Ampliaciones determinadas por la Cámara de Diputados),70,63.896907,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008,11E945,,,Educación. Becas para hijos de migrantes de educación media superior y superior (Ampliaciones determinadas por la Cámara de Diputados),126,124.74,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2008,11E952,,,Institutos tecnológicos (Federales) (Ampliaciones determinadas por la Cámara de Diputados),240,240,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11E954,,,Proyectos de Infraestructura Social de Eduacación (Ampliaciones determinadas por la Cámara de Diputados),0,380,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11G001,,,Normar los servicios educativos,843.027351,860.351776,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008,11G900,,,Reforma a la educación secundaria (Ampliaciones determinadas por la Cámara de Diputados),150,141.487486,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008,11G901,,,Reforma a la educación primaria (Ampliaciones determinadas por la Cámara de Diputados),150,138.466152,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008,11K009,,,Proyectos de infraestructura social de educación,255.633384,657.512244,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11K010,,,Proyectos de infraestructura social de ciencia y tecnología,19.377976,21.531083,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11K027,,,Mantenimiento de infraestructura,51.246052,59.916001,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2008,11K309,,,Proyectos de infraestructura social de educación (Ampliaciones determinadas por la Cámara de Diputados),435,54.629058,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,11S022,"Contribuir al incremento de la equidad en la educación básica, en localidades de alto y muy alto rezago social con población en edad escolar, susceptibles de ser atendidas mediante el Modelo Comunitario de Educación Inicial y Básica para Población Mestiza","Aumentar la cobertura educativa en localidades de alto y muy alto rezago social susceptibles de ser atendidas por el Modelo Comunitario de Educación Inicial y Básica para población mestiza, donde habitan niños y niñas en edad escolar",Modelo Comunitario de Educación Inicial y Básica para Población Mestiza (CONAFE),2050.955408,2225.960122,Education,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2008,11S024,Contribuir a disminuir las desigualdades en las oportunidades educativas entre grupos sociales.,"Población de 15 años y más en condición de rezago educativo concluye su alfabetización, primaria o secundaria",Atención a la Demanda de Educación para Adultos (INEA),423.469989,408.29078,Education,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
